product_id,review,rating
31722470,"5 gündür 3 er kapsül kullanıyorum. Ne tokluk veriyor , ne tatlı isteğimi azaltıyor. Biraz önce bir poşet dolusu abur cubur yedim",1
31722470,şiddetli başağrısı yaptı ağrı hassasiyeti olanlar almasın bence,1
31722470,isi yaramıyo (((,1
31722470,Hiç bir etkisi olmadı,1
31722470,maalesef bana iyi gelmedi,1
31722470,bende iştah konusunda hiç bir değişiklik yapmadı.,1
31722470,bu değil orzax markalı olan geldi. Benzer ürün olduğundan iade ile uğraşmak istemiyorum ama satıcıdan memnun kalmadım,1
31722470,yanlış ürün gondermissiniz paketi farketmeden açtım içerken renginden farkettim iade yapamiycam,1
31722470,bence hic bir işe yaramıyor tatli istegini kestiği falan yok,2
31722470,daha kullanma fırsatım olmadı,2
31722470,"Ürün güzel paketlenmişti, skt 2023. Fakat şişenin ürün koruma bandrolü yok kapak çok kolay açıldı. Orjinal mi bilmiyorum.",2
31722470,Satici hemen gonderdi onda hic bi sorun yok. Ama marka bence biraz tuhaf..cunku ben 1 yildir solgar markasinin krom pikolinat kullaniyordum sekerimde gozle gorulur dusme saglanmasti. Bu markayi kullandigimdan beri sekerim hafif yukseliyor etkisini goremedim.rutin bi yeme duzenim var. Pek etkili degil gibi maalesef :(((,3
31722470,pek faydası olmadı diyebilirim,3
31722470,yani değişen bir şey olmadı. şu an hâlâ kullanıyorum. faydasını görürsem yorumumu tekrar yaparım,3
31722470,Ben pek bi faydasını görmedim.. tatlı isteğimi azaltsın diye almıştım ama işe yaramadı ..,3
31722470,tok tuttuğunu hiç anlamadım,3
31722470,Kaliteli ama içerisinde şeker olmasa,3
31722470,Tam etkisini hala göremedim bir süre daha kullanacağım bakalım,3
31722470,Tatlı ihtiyacına iyi geldiği tavsiyesi üzerine aldım umarım faydası olur.,3
31722470,tam anlayamadım,3
31722470,Fiyatı en uygun burada,3
31722470,ürün elime güzel paketlenmiş cam şişede hızlı şekilde  geçti. henüz kullanmaya başlamadım. kullanınca dönüş yapıp yıldızı 5licem..,3
31722470,Ürün evet elime çabuk ulaştı ama orjinal olup olmadığını emin değilim kapağı açık bi şekilde elime ulaştı,3
31722470,"Geç geliyor, kendim gidip aldım ptt den. Aras ta aynı, bir daha almayacağım.",3
31722470,etkili değil,3
31722470,dr önerisi olmadan almayın.,3
31722470,Biri sabah içiyorum kilo verdim iştahım kesildi yazmış diye aldım bende maalesef etkili olmadı psikolojik bi durum bence yine yanıldım anlayacağınız:(,4
31722470,Ciddi tokluk veriyor ama duzenli kullanmadigim icin kilo kaybim olmadi,4
31722470,Kullanıyoruz bakalım faydasını göreceğiz insallah,4
31722470,Hızlı gönderi memnunum gerçekten tok tutuyor 👍Tavsiye ederim,4
31722470,şeker isteğini gideriyor ama iştah açıyor maalesef,4
31722470,Buradaki yorumlara güvenerek aldım. Bakalım ne sürede etki edecek?,4
31722470,Gerçekten iştahımı dengeleyen bir ürün oldu,4
31722470,Baya hızlı geldi 3 günde hemen geldiğine çok şaşırdım ama teslimat güzeldi teşekürler,4
31722470,henüz bir fark göremedim,4
31722470,3 kere içmeniz gerekli günde,4
31722470,Ptt kargo malesef rezalet bir kargo 5 gün sonra geldi kullanmaya yenı basladım zamanla güncelleyeceğim yorumu. Kargolama gayet iyi. Baska kargoyla calıssalar daha iyi olur bence,4
31722470,Kullanım günde 1 adet olarak yazıyor almayı düşünenler için.Sorunsuz ve hızlı gönderim sağlandı teşekkür ediyorum.umarım kısa sürede etkisini görürüm bende 💜,4
31722470,Ürünün paketlenmesi çok güzeldi kat kat pat pata sarılmıştı. İlaç şişesinin koruma bandrolü vardı yani ilk siz açıyorsunuz şişeyi bu çok güzel ayrıca SKT 2023. Satıcıya teşekkürler. Etkisi de harika olur inşallah.,4
31722470,"İnanın iştah kesmeyle uzaktan yakından alakası yok,yorum yapmak için bir hafta bekledim ,  en azından  ben de hiç bir işe yaramadı.Tek ihtiyacınız olan sey irade, bu tarz oyunlara gelmeyin çünkü çöp. Onun dısında satıcı zamanında kargoladı ve  özenliydi.",4
31722470,"Ürünü aldım,kargo iyi,paketleme iyi,fiyat iyi... Ürünü kullandığımda düşüncemi bildireceğim....iyi günler...",4
31722470,venatura ürünlerinde ön tarafta vefa ilaç san.yazisi oluyor en son aldığım kromda bu yazı yok orijinal ürün degilmi acaba bu,5
31722470,Gün içinde sürekli bişeyler atıştırırdım canım hep tatlı isterdi gerçekten tatlı isteğimi tamamen kesti. İşe yarıyor bence tavsiye ederim. Yediklerinize dikkat ederek kullanırsanız kilo vermeye de yardımcı. Ben günde iki defa kullanıyorum üç de kullanılabilirmiş.,5
31722470,hızlı teslimat ambalaj da güzeldi. denemeden sonra güncel yorum yaparım. teşekkürler,5
31722470,mükemmelllll öyle bişeyki tatlı isteğini ve atıştırma isteğini yok ediyor.5 gündür içiyorum herhangi bir yan etkisini görmedim.eşim de kullanıyor. 5 günde 3 kilo verdi.bence tatlı kriziniz oluyorsa kesinlikle alın derim,5
31722470,daha önce dinamisin kromunu kullanıyordum ama çok memnun değildim bu ürün hem şekerimi dengeledi hem de kilo vermemi sağladı ayrıca mükemmel paketleme için trendyola teşekkür ediyorum,5
31722470,İlk içtiğim anda etkisini gördüm sürekli aç ve tatlı krizi tutan biri olarak  iştahımı sıfır yapmadı tabi ki ama krizlerimi daha sakin yönetmemi sağladı açlık atağı yaşamadım hiç bence düzenli kullanımda diyet yapılırsa çok faydası görülür,5
31722470,Bu markanın diğer destek ürünlerini de kullanıyorum. Tavsiye ederim.,5
31722470,deneyimleyince ekleme yapacağım duzenli kullanip,5
31722470,Düzenli kullanımda kan şekeri seviyenizi dengelediği için tatlı ihtiyacınızı kontrol altına almanıza yardımcı oluyor.,5
31722470,evet yaklaşık bir haftaya yakın kullanıyorum ve o tatlı krizlerimden kurtuldum hatta önüme tatlı koyduklarinda bile yiyemiyorum yani faydasini görmeye basladim çünkü ben gece uykudan uyanirdim tatlı yemeye inşallah boyle devam eder,5
31722470,Günde 1 bazen 2 kez kullanıyorum.2 öğün arasında atıştırma isteğimi %90 azalttı. Sadece acıkınca yemek yemeye başladım. Tatlı krizlerim son buldu.,5
31722470,Tatlı isteğimi 2. Haftadan itibaren net azalttı,5
31722470,insulin direncine bagli kilo ve tatli krizlerine son vermek icin gercekten ideal istahi da buyuk olcude azaltiyor tarçinin iceriginde de bulunan krom doktorlar tarafindan da tavsiye ediliyor,5
31722470,"urunu begendim, gercekten de kan sekerini duzenlemeye yardim ettigini dusunuyorum. kullandim kullanali, seker, tatli istegim buyuk olcude azaldi",5
31722470,Diyetisyenimin tavsiyesiyle gece oluşan tatlı krizleri için aldım. Kullanınca yorumu güncelleyeceğim. Tesekkür ederim.,5
31722470,Ürünü kullanmadım henüz ama kargo çok hızlıydı 🙏🏼,5
31722470,Ürün güzel ama bende bir istah kesme olmadı maalesef,5
31722470,kilo vermek ve tatli krizlerimin onune gecmek icin aldim is goruyor,5
31722470,"3 gündür günde iki kez  aç karna kullanıyorum . İştahımı kesiyor , susatıyor. Ve kesinlikle tatlı istediğiniz yok oluyor , en önemlisi de bu benim için :) İlerleyen süreçte bakalım neler olacak üç günlük sonuç böyle :) şimdilik memnunun ☺️",5
31722470,Bunlarla kendimi daha hissediyorum..,5
31722470,Güzel ürün işe yarıyor,5
31722470,harika bir ürün faydasını gördüm teşekkürler,5
31722470,hızlı gönderim için teşekkür ederim,5
31722470,mükemmel tavsiye ederim.,5
31722470,Hızlı teslimat,5
31722470,Tatlı yeme istediğimi bastırdı memnunum.,5
31722470,"Henüz kullanmaya başlamadım yorumlar da güzel, doktorlar da kna şekeri düzenlemeye yardımcı olduğunu söylüyor",5
31722470,"VeNatura iyi bir marka, tavsiye ederim.",5
31722470,"yeni kullanmaya başladım, etkisini daha görmedim ama paket sorunsuz geldi.SKT de sorun yok",5
31722470,Tatlı ihtiyacını kontrol ediyor. Tatlı eskisi gibi tat vermiyor sanki.,5
2250928,İki paket mama sipariş etmiştim fakat paketlerden birisi yırtılmış ve mama dökülmüş kaç kilo döküldüğünü de bilemiyorum üst üste iki ambalaj da yırtılmış zaten sokak canları için alıyoruz bir gramı bile önemli ama özensizliğe bakar mısınız?,1
2250928,"Ürünü sokak köpekleri için almıştım. Aç olmalarına rağmen hiçbir sokak köpeği mamayı yemedi! 15 kg.luk mama elimde kaldı!!  Aç köpekler bile mamayı yemiyorsa artık nasıl bir içeriği var bilemiyorum😡 Şikayetçiyim. #Trendline markası ürününe sahip çıkıp bu durumun nedenini araştırmalı, müşteri memnuniyeti açısından da mamayı geri almalı..",1
2250928,ürünün üzerinde son kullanma tarihi yazmıyor tavsiye etmiyorum,1
2250928,Magaza berbat bu mamayı tercih ediyorsanız baska magazalara bakınız,1
2250928,tavsiye etmiyorum. sokak hayvanları için almıştım. yemiyorlar,1
2250928,Ürünü siparis ettim ampalajinda son kullanma tarihi yazmiyor.,1
2250928,"Açılmış mama paketini çuvala koyup göndermişler, sakin almayın. Hayvanlarımın mamasi bittiği için kullanmak zorundayım ama açık paketi bu şekilde gondermek ayıp yani.",1
2250928,hızlı teslimat olduğu için 20-30 ₺ fazla verdim ama mng kargo sağolsun geç teslim etti puanım kargo firmasına satıcı ürünü sadece streçleyip göndermiş kargo özensiz kurye hiç birşekilde iletişeme geçmeden kapıyı vs çalmadan mamayı kapıya bırakıp gitmiş resmen rezalet.,1
2250928,Köpekler yemedi et suyu ile ıslattım yine yemedi çok fazla aç kalmayan hayvan yemez,1
